,Epithelial,Tcell,Bcell,Myeloid,Stromal
HNF4A,0.8273019634392638,0.8273019634392638,0.8273019634392638,0.8273019634392638,0.8273019634392638
KLF5,0.19440332633432697,0.19440332633432697,0.19440332633432697,0.19440332633432697,0.19440332633432697
PTPRC,2.2764888766379263,2.2764888766379263,2.2764888766379263,2.2764888766379263,2.2764888766379263
CD3D,1.5872396289559836,1.5872396289559836,1.5872396289559836,1.5872396289559836,1.5872396289559836
CD3E,0.7372883332371092,0.7372883332371092,0.7372883332371092,0.7372883332371092,0.7372883332371092
CD3G,0.8954167034628249,0.8954167034628249,0.8954167034628249,0.8954167034628249,0.8954167034628249
CD2,2.310844533665083,2.310844533665083,2.310844533665083,2.310844533665083,11.445687902979365
CD4,0.28668371891664385,0.28668371891664385,0.28668371891664385,0.28668371891664385,0.28668371891664385
CD8A,1.251802677214143,1.251802677214143,1.251802677214143,1.251802677214143,1.251802677214143
CD8B,2.158601993890049,2.158601993890049,2.158601993890049,2.158601993890049,2.158601993890049
IL7R,0.1407878002240825,0.1407878002240825,0.1407878002240825,0.1407878002240825,0.1407878002240825
CCR7,2.1242776310869296,2.1242776310869296,2.1242776310869296,2.1242776310869296,2.1242776310869296
SELL,0.15858434063982924,0.15858434063982924,0.15858434063982924,0.15858434063982924,0.15858434063982924
TCF7,0.8786629233711423,0.8786629233711423,0.8786629233711423,0.8786629233711423,0.8786629233711423
LEF1,0.2781123210032682,0.2781123210032682,0.2781123210032682,0.2781123210032682,0.2781123210032682
FOXP3,4.827705182275219,4.827705182275219,4.827705182275219,4.827705182275219,4.827705182275219
IL2RA,0.28003710700727175,0.28003710700727175,0.28003710700727175,0.28003710700727175,0.28003710700727175
CTLA4,0.16280389817085839,0.16280389817085839,0.16280389817085839,0.16280389817085839,0.16280389817085839
PDCD1,1.1579918669373173,1.1579918669373173,1.1579918669373173,1.1579918669373173,1.1579918669373173
LAG3,0.6344014785588468,0.6344014785588468,0.6344014785588468,0.6344014785588468,0.6344014785588468
TIGIT,0.19107949152343037,0.19107949152343037,0.19107949152343037,0.19107949152343037,0.19107949152343037
HAVCR2,1.7831772036826992,1.7831772036826992,1.7831772036826992,1.7831772036826992,1.7831772036826992
GZMA,0.11184414171342158,0.11184414171342158,0.11184414171342158,0.11184414171342158,0.11184414171342158
GZMB,0.31986217795909594,0.31986217795909594,0.31986217795909594,0.31986217795909594,0.31986217795909594
GZMK,0.5311344451246294,0.5311344451246294,2.630726128415397,0.5311344451246294,0.5311344451246294
PRF1,2.416800677381594,2.416800677381594,2.416800677381594,2.416800677381594,2.416800677381594
NKG7,4.157921058119997,4.157921058119997,4.157921058119997,4.157921058119997,4.157921058119997
KLRD1,3.3637636198558702,3.3637636198558702,3.3637636198558702,16.66083027714681,3.3637636198558702
KLRB1,0.844845786462241,0.844845786462241,0.844845786462241,4.184548573961071,0.844845786462241
NCAM1,0.06924951972798664,0.06924951972798664,0.06924951972798664,0.06924951972798664,0.06924951972798664
FCGR3A,1.5371627135631176,1.5371627135631176,1.5371627135631176,1.5371627135631176,1.5371627135631176
TRDC,24.96890156528004,5.041134284181341,5.041134284181341,5.041134284181341,5.041134284181341
CD19,3.885180519845971,3.885180519845971,3.885180519845971,3.885180519845971,3.885180519845971
MS4A1,1.6640325620015315,1.6640325620015315,1.6640325620015315,1.6640325620015315,1.6640325620015315
CD79A,0.27023778002814874,0.27023778002814874,0.27023778002814874,0.27023778002814874,0.27023778002814874
CD79B,0.5611103424217884,0.5611103424217884,0.5611103424217884,0.5611103424217884,0.5611103424217884
TCL1A,8.391303220408323,8.391303220408323,8.391303220408323,8.391303220408323,8.391303220408323
IGHM,0.2104720343498179,1.0424748105630506,0.2104720343498179,0.2104720343498179,0.2104720343498179
IGHD,0.2829103118106603,0.2829103118106603,0.2829103118106603,0.2829103118106603,0.2829103118106603
IGHG1,2.820196903029585,2.820196903029585,2.820196903029585,2.820196903029585,2.820196903029585
IGHA1,0.6223359812568006,0.6223359812568006,0.6223359812568006,0.6223359812568006,0.6223359812568006
JCHAIN,1.3499524445558,0.27255069801418913,0.27255069801418913,0.27255069801418913,0.27255069801418913
MZB1,5.36967989350148,5.36967989350148,5.36967989350148,5.36967989350148,5.36967989350148
XBP1,1.6605710943764562,1.6605710943764562,1.6605710943764562,1.6605710943764562,1.6605710943764562
PRDM1,0.6570591193112169,0.6570591193112169,0.6570591193112169,0.6570591193112169,3.2544351226929558
IRF4,0.2835541072607499,0.2835541072607499,0.2835541072607499,0.2835541072607499,0.2835541072607499
TNFRSF17,9.508129982360312,9.508129982360312,9.508129982360312,9.508129982360312,9.508129982360312
LYZ,0.9734615022908051,0.9734615022908051,0.9734615022908051,0.9734615022908051,0.9734615022908051
CD14,4.650900555587965,4.650900555587965,4.650900555587965,4.650900555587965,23.03606125446444
CD68,2.6724533256048315,2.6724533256048315,2.6724533256048315,2.6724533256048315,2.6724533256048315
CD163,0.5638360744720881,0.5638360744720881,0.5638360744720881,0.5638360744720881,0.5638360744720881
MRC1,0.5687949797958266,0.5687949797958266,0.5687949797958266,0.5687949797958266,0.5687949797958266
MSR1,4.908391972843838,4.908391972843838,4.908391972843838,4.908391972843838,4.908391972843838
CSF1R,4.99665688537935,4.99665688537935,4.99665688537935,4.99665688537935,4.99665688537935
ITGAM,0.12686806716255716,0.12686806716255716,0.6283816502764827,0.12686806716255716,0.12686806716255716
ITGAX,1.8308096250591301,1.8308096250591301,1.8308096250591301,1.8308096250591301,1.8308096250591301
FCGR1A,0.8751707356553291,0.8751707356553291,0.8751707356553291,0.8751707356553291,0.8751707356553291
S100A8,0.320890453891332,0.320890453891332,0.320890453891332,0.320890453891332,0.320890453891332
S100A9,1.3336515469492722,1.3336515469492722,1.3336515469492722,1.3336515469492722,1.3336515469492722
S100A12,0.2266028235222954,0.2266028235222954,0.2266028235222954,0.2266028235222954,1.1223711323654133
FCN1,0.5986363920670517,0.5986363920670517,0.5986363920670517,0.5986363920670517,0.5986363920670517
VCAN,0.41547987310227386,0.41547987310227386,0.41547987310227386,0.41547987310227386,0.41547987310227386
CLEC9A,0.5770822987063668,0.5770822987063668,0.5770822987063668,0.5770822987063668,0.5770822987063668
CLEC10A,0.9243852629201329,0.9243852629201329,0.9243852629201329,0.9243852629201329,4.578510179876422
CD1C,0.3272197458585246,0.3272197458585246,0.3272197458585246,0.3272197458585246,0.3272197458585246
LAMP3,5.643457625076356,5.643457625076356,5.643457625076356,5.643457625076356,5.643457625076356
IRF8,1.720494168337523,1.720494168337523,1.720494168337523,1.720494168337523,1.720494168337523
BATF3,7.19955581112962,7.19955581112962,7.19955581112962,7.19955581112962,7.19955581112962
FLT3,4.153336694722809,0.8385442167239662,0.8385442167239662,0.8385442167239662,0.8385442167239662
SIRPA,0.5468017582959267,0.5468017582959267,0.5468017582959267,0.5468017582959267,0.5468017582959267
COL1A1,6.918902618705423,6.918902618705423,6.918902618705423,6.918902618705423,6.918902618705423
COL1A2,2.6225163247207246,0.5294769143452553,0.5294769143452553,0.5294769143452553,0.5294769143452553
COL3A1,0.8219125929520967,0.8219125929520967,0.8219125929520967,0.8219125929520967,0.8219125929520967
COL6A1,2.207922772426489,2.207922772426489,2.207922772426489,2.207922772426489,2.207922772426489
COL6A2,0.2562764872157217,0.2562764872157217,0.2562764872157217,0.2562764872157217,0.2562764872157217
COL4A1,2.186766903544839,2.186766903544839,2.186766903544839,10.83112737785169,2.186766903544839
FN1,1.8996730126967236,1.8996730126967236,1.8996730126967236,1.8996730126967236,1.8996730126967236
LUM,20.010514288540833,4.040053158138694,4.040053158138694,4.040053158138694,4.040053158138694
DCN,2.661923424247802,2.661923424247802,2.661923424247802,2.661923424247802,2.661923424247802
POSTN,4.178599690613605,4.178599690613605,4.178599690613605,4.178599690613605,4.178599690613605
THY1,0.8856228549993116,0.8856228549993116,0.8856228549993116,0.8856228549993116,0.8856228549993116
PDGFRA,0.3871522120155788,0.3871522120155788,0.3871522120155788,0.3871522120155788,0.3871522120155788
PDGFRB,10.185691644187752,10.185691644187752,10.185691644187752,10.185691644187752,10.185691644187752
ACTA2,0.18649232807449698,0.18649232807449698,0.18649232807449698,0.18649232807449698,0.9237025478539149
TAGLN,0.20821910031962504,0.20821910031962504,0.20821910031962504,0.20821910031962504,0.20821910031962504
MYH11,1.8619807576418388,1.8619807576418388,9.22245106619981,1.8619807576418388,1.8619807576418388
DES,5.974405846728848,5.974405846728848,5.974405846728848,5.974405846728848,5.974405846728848
RGS5,1.2318362354509493,1.2318362354509493,1.2318362354509493,1.2318362354509493,1.2318362354509493
NOTCH3,3.0018659230505893,3.0018659230505893,3.0018659230505893,3.0018659230505893,3.0018659230505893
CSPG4,0.11131591931795622,0.11131591931795622,0.11131591931795622,0.11131591931795622,0.11131591931795622
PECAM1,0.577238670049236,0.577238670049236,0.577238670049236,0.577238670049236,0.577238670049236
VWF,0.12728296656162505,0.6304366604529281,0.12728296656162505,0.12728296656162505,0.12728296656162505
CDH5,2.3595054784520677,2.3595054784520677,2.3595054784520677,2.3595054784520677,2.3595054784520677
CLDN5,0.18232682523990107,0.18232682523990107,0.18232682523990107,0.18232682523990107,0.18232682523990107
PLVAP,0.24521970120990738,1.2145811311931534,0.24521970120990738,0.24521970120990738,0.24521970120990738
ESM1,1.7602005042973174,1.7602005042973174,1.7602005042973174,1.7602005042973174,1.7602005042973174
ANGPT2,15.92685673648073,3.21557691769518,3.21557691769518,3.21557691769518,3.21557691769518
KDR,0.8395704230783353,0.8395704230783353,0.8395704230783353,0.8395704230783353,0.8395704230783353
FLT1,1.872341439874886,1.872341439874886,1.872341439874886,1.872341439874886,1.872341439874886
TEK,1.806817451535623,1.806817451535623,1.806817451535623,1.806817451535623,1.806817451535623
LYVE1,0.78901531680806,0.78901531680806,0.78901531680806,0.78901531680806,0.78901531680806
PROX1,0.29993903814007183,0.29993903814007183,0.29993903814007183,0.29993903814007183,0.29993903814007183
PDPN,1.8614961527348377,1.8614961527348377,1.8614961527348377,1.8614961527348377,1.8614961527348377
CCL21,1.9628652339941408,1.9628652339941408,1.9628652339941408,1.9628652339941408,1.9628652339941408
CXCL9,2.67360257879617,2.67360257879617,2.67360257879617,2.67360257879617,2.67360257879617
CXCL10,1.409553611231893,1.409553611231893,1.409553611231893,1.409553611231893,1.409553611231893
CXCL11,0.2765537991909555,0.2765537991909555,0.2765537991909555,0.2765537991909555,0.2765537991909555
CXCL12,2.1369384577845163,2.1369384577845163,10.5843254703436,2.1369384577845163,2.1369384577845163
CXCL13,0.9984819651311536,0.9984819651311536,0.9984819651311536,0.9984819651311536,0.9984819651311536
CXCL8,0.5880100797751607,0.5880100797751607,0.5880100797751607,0.5880100797751607,0.5880100797751607
CCL2,0.7231783397547287,0.7231783397547287,0.7231783397547287,0.7231783397547287,0.7231783397547287
CCL5,0.46800191264272234,0.46800191264272234,0.46800191264272234,0.46800191264272234,0.46800191264272234
CCL19,2.6584098857616114,2.6584098857616114,2.6584098857616114,2.6584098857616114,2.6584098857616114
CCL20,0.21015157835704376,0.21015157835704376,0.21015157835704376,0.21015157835704376,0.21015157835704376
IL1B,0.33526482794369183,0.33526482794369183,0.33526482794369183,0.33526482794369183,0.33526482794369183
IL6,0.6965259887270575,0.6965259887270575,3.4499158065989826,0.6965259887270575,0.6965259887270575
IL10,5.9010242235831285,5.9010242235831285,5.9010242235831285,5.9010242235831285,5.9010242235831285
IL17A,3.1890038777441236,3.1890038777441236,3.1890038777441236,3.1890038777441236,3.1890038777441236
IFNG,0.16448681177487207,0.16448681177487207,0.8147085121063177,0.16448681177487207,0.16448681177487207
TNF,4.421512347471975,4.421512347471975,4.421512347471975,4.421512347471975,4.421512347471975
TGFB1,4.4121506162977955,4.4121506162977955,4.4121506162977955,4.4121506162977955,4.4121506162977955
TGFB2,0.27488315606969915,0.27488315606969915,0.27488315606969915,0.27488315606969915,0.27488315606969915
VEGFA,0.06243657124393002,0.30925036183924104,0.06243657124393002,0.06243657124393002,0.06243657124393002
HIF1A,0.9236299407524459,0.9236299407524459,0.9236299407524459,0.9236299407524459,0.9236299407524459
CD74,3.437233216480618,3.437233216480618,3.437233216480618,3.437233216480618,3.437233216480618
CIITA,5.756836855186953,5.756836855186953,5.756836855186953,5.756836855186953,5.756836855186953
TAP1,0.3836939724778963,0.3836939724778963,0.3836939724778963,0.3836939724778963,0.3836939724778963
TAP2,6.870088684681087,6.870088684681087,6.870088684681087,6.870088684681087,6.870088684681087
B2M,0.0862309915316629,0.0862309915316629,0.0862309915316629,0.0862309915316629,0.0862309915316629
PSMB9,0.6670730790919372,0.6670730790919372,0.6670730790919372,0.6670730790919372,3.3040345901834525
STAT1,0.6319583833473797,0.6319583833473797,0.6319583833473797,3.1301103635878893,0.6319583833473797
STAT3,3.552212779295668,3.552212779295668,3.552212779295668,3.552212779295668,3.552212779295668
JAK1,4.170903639830433,4.170903639830433,4.170903639830433,4.170903639830433,4.170903639830433
JAK2,2.8566397485239206,2.8566397485239206,2.8566397485239206,2.8566397485239206,2.8566397485239206
NFKB1,0.22636533606694154,0.22636533606694154,0.22636533606694154,0.22636533606694154,0.22636533606694154
RELA,2.582817700527926,2.582817700527926,2.582817700527926,2.582817700527926,2.582817700527926
MAPK1,1.7505782561716416,1.7505782561716416,1.7505782561716416,1.7505782561716416,1.7505782561716416
AKT1,0.15907844656515205,0.15907844656515205,0.15907844656515205,0.15907844656515205,0.15907844656515205
PIK3CA,0.10292906558118488,0.10292906558118488,0.10292906558118488,0.10292906558118488,0.10292906558118488
PTEN,3.132364714114346,3.132364714114346,3.132364714114346,3.132364714114346,3.132364714114346
MTOR,0.8202802481490096,0.8202802481490096,0.8202802481490096,0.8202802481490096,0.8202802481490096
EGFR,0.24324154872127474,0.24324154872127474,0.24324154872127474,1.204783277776558,0.24324154872127474
ERBB2,0.7953371854702612,0.7953371854702612,0.7953371854702612,0.7953371854702612,0.7953371854702612
ERBB3,1.4924889897784166,1.4924889897784166,1.4924889897784166,1.4924889897784166,1.4924889897784166
MET,0.9128933304470745,0.9128933304470745,0.9128933304470745,0.9128933304470745,0.9128933304470745
KRAS,0.1813756891064365,0.1813756891064365,0.1813756891064365,0.1813756891064365,0.1813756891064365
BRAF,7.957481807157857,7.957481807157857,7.957481807157857,7.957481807157857,7.957481807157857
SMAD4,3.018137037033908,3.018137037033908,3.018137037033908,3.018137037033908,3.018137037033908
TGFBR2,0.6914840479957456,0.6914840479957456,0.6914840479957456,0.6914840479957456,0.6914840479957456
APC,0.7228134433170885,0.7228134433170885,0.7228134433170885,0.7228134433170885,0.7228134433170885
BCL2,1.4850317228046277,7.355410274306659,1.4850317228046277,1.4850317228046277,1.4850317228046277
BAX,0.28863754853129014,0.28863754853129014,0.28863754853129014,0.28863754853129014,0.28863754853129014
CASP3,1.426100904761026,1.426100904761026,1.426100904761026,1.426100904761026,1.426100904761026
CASP8,0.23135413728808055,0.23135413728808055,0.23135413728808055,0.23135413728808055,0.23135413728808055
FAS,0.925345924886663,0.925345924886663,0.925345924886663,0.925345924886663,0.925345924886663
FASLG,1.3696720753873182,0.27653202281521266,0.27653202281521266,0.27653202281521266,0.27653202281521266
TNFSF10,0.2923240357372838,0.2923240357372838,0.2923240357372838,0.2923240357372838,0.2923240357372838
BIRC5,6.112249515976814,6.112249515976814,6.112249515976814,6.112249515976814,6.112249515976814
MCL1,1.067317491883135,1.067317491883135,1.067317491883135,1.067317491883135,1.067317491883135
CDKN1A,1.256270151813648,1.256270151813648,1.256270151813648,1.256270151813648,1.256270151813648
CDKN2A,0.10942478648092625,0.10942478648092625,0.10942478648092625,0.54198451547254,0.10942478648092625
RB1,0.5185587581621648,0.5185587581621648,2.5684383431312674,0.5185587581621648,0.5185587581621648
E2F1,1.6608563296201972,1.6608563296201972,1.6608563296201972,1.6608563296201972,1.6608563296201972
CCNB1,1.2380652669508212,1.2380652669508212,1.2380652669508212,1.2380652669508212,1.2380652669508212
CDK1,0.09353376325961556,0.09353376325961556,0.09353376325961556,0.09353376325961556,0.09353376325961556
AURKA,1.2558990722429564,6.220508826587106,1.2558990722429564,1.2558990722429564,1.2558990722429564
PLK1,1.4966281591538977,1.4966281591538977,1.4966281591538977,1.4966281591538977,1.4966281591538977
BUB1,4.104722737607635,4.104722737607635,4.104722737607635,4.104722737607635,4.104722737607635
SPP1,0.4863852708140479,2.4090820170901783,0.4863852708140479,0.4863852708140479,0.4863852708140479
MMP1,0.08490047489080237,0.08490047489080237,0.08490047489080237,0.08490047489080237,0.08490047489080237
MMP2,0.33405560194019557,0.33405560194019557,0.33405560194019557,0.33405560194019557,0.33405560194019557
MMP7,0.2991615523163258,0.2991615523163258,0.2991615523163258,0.2991615523163258,0.2991615523163258
